wav_path|text|emb_id|style_target
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado_rf/wav16/expressivo_animado_rf0061.wav|os leitores podem colaborar com esta rodada do jogo .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado/wav16/expressivo_animado0060.wav|e a notã­cia boa ã© que o raio x mostra que estã¡ tudo bem com seus pulmãµes .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado/wav16/expressivo_animado0059.wav|ã‰ impossã­vel nã£o gostar da histã³ria de amor de lino e ateneia .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado_rf/wav16/expressivo_animado_rf0113.wav|se for ao reino da sibã©ria , busca ajuda da igreja americana .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado_rf/wav16/expressivo_animado_rf0182.wav|jãºnior , que investiga a guerra civil carioca .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado_rf/wav16/expressivo_animado_rf0148.wav|a carta de pero vaz de caminha ã© o principal registro histã³rico do descobrimento .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado/wav16/expressivo_animado0092.wav|se vocãª quiser eu peã§o pra ele te ajudar a conseguir aquele emprego .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado_rf/wav16/expressivo_animado_rf0201.wav|o talibã£ lanã§ou uma ofensiva ontem .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado/wav16/expressivo_animado0011.wav|esta ã© a histã³ria de uma linda princesa que se perde na floresta e acaba sendo resgatada pelo prã­ncipe .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado_rf/wav16/expressivo_animado_rf0204.wav|irmã£ responde <pa/> ao repã³rter da emissora .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado_rf/wav16/expressivo_animado_rf0086.wav|ã‰ isso mesmo que vinha dizendo o grupo islã¢mico hamas .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado_rf/wav16/expressivo_animado_rf0089.wav|do cã¢mbio seguinte atã© abril .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado_rf/wav16/expressivo_animado_rf0024.wav|serviram alguns salgadinhos e chã¡ de hortelã£ .|adriana|t_eps_animado_rf
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/beta/expressivo_animado/wav16/expressivo_animado0115.wav|faremos um passeio pela chapada dos guimarã£es , e depois um piquenique para descansar .|adriana|t_eps_animado_rf
