wav_path,text,emb_id,mel_dirs,durations
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/siglas/wav16/siglas0232.wav,"gÃª dÃ¡bliu Ã­ , Ã³ Ã©ssi tÃª .",1,./fbank_rosana_clipnorm/train/0/siglas0232.npy,2.37925
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/aplicacao/wav16/aplicacao0053.wav,"para sua seguranÃ§a , insira o cÃ³digo do equipamento <pa/> e retire-o na agÃªncia .",1,./fbank_rosana_clipnorm/train/0/aplicacao0053.npy,4.75075
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/nomes/wav16/nomes0834.wav,pascoal silvÃ©rio bruno .,1,./fbank_rosana_clipnorm/train/0/nomes0834.npy,1.612
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos0845.wav,"praÃ§a nestor urbano canÃ¡rios ,",1,./fbank_rosana_clipnorm/train/0/enderecos0845.npy,2.108
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/genericas/wav16/genericas0484.wav,a quem isso quer dizer ?,1,./fbank_rosana_clipnorm/train/0/genericas0484.npy,1.30975
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/judiciario_rj/wav16/judiciario_rj0119.wav,julgar conflito .,1,./fbank_rosana_clipnorm/train/0/judiciario_rj0119.npy,1.30975
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/meteorologia/wav16/meteorologia0035.wav,"no oeste de minas gerais e na regiÃ£o serrana do rio , com lua cheia e temperatura mÃ­nima em torno de onze graus .",1,ERROR_LIMITED_SIZE_ABOVE,6.944
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/ticketmaster/wav16/ticketmaster0022.wav,deseja comprar seus ingressos agora ?,1,./fbank_rosana_clipnorm/train/0/ticketmaster0022.npy,2.17775
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/nomes/wav16/nomes0645.wav,alexander clara cÃ¢ndido .,1,./fbank_rosana_clipnorm/train/0/nomes0645.npy,1.798
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos0905.wav,"avenida pietro luther canadÃ¡ ,",1,./fbank_rosana_clipnorm/train/0/enderecos0905.npy,2.0615
