wav_path|text|emb_id|style_target
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/neutro/wav16/neutro0056.wav|do dia do sorteio atã© por volta das 17h .|0|t_neutro
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/neutro/wav16/neutro0094.wav|observam os caminhãµes levando petrã³leo .|0|t_neutro
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0194.wav|incluindo o duelo entre o argentino e o inglãªs nas ruas .|0|t_expressivo_animado
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/neutro/wav16/neutro0083.wav|algumas noites na polinã©sia francesa , e talvez fique atã© o fim do mãªs .|0|t_neutro
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0219.wav|apã³s a dã©cada de 1980 , a corã©ia conseguiu se identificar .|0|t_expressivo_animado
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0001.wav|nã£o pode haver trã©guas na guerra contra a malã¡ria .|0|t_expressivo_animado
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0211.wav|esse ã© um homem que tinha meu voto .|0|t_expressivo_animado
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0062.wav|ciãªncia deu a liberaã§ã£o para experiãªncias com explosã£o .|0|t_expressivo_animado
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/neutro/wav16/neutro0034.wav|o valor da habitaã§ã£o brasileira subiu para a construtora de brasã­lia .|0|t_neutro
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/neutro/wav16/neutro0091.wav|no aeroporto do galeã£o , solo negro passarã¡ por anã¡lise de origem .|0|t_neutro
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0220.wav|ganharam a quina e vã£o levar um bilhã£o .|0|t_expressivo_animado
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0167.wav|lojas do municã­pio com tecnologia antiterrorismo .|0|t_expressivo_animado
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0187.wav|laura e cã©sar entendem os bebãªs dos vizinhos .|0|t_expressivo_animado
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/neutro/wav16/neutro0114.wav|o que vai acontecer , no segundo bloco , na novela francesa .|0|t_neutro
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0173.wav|tinham exames na ã©poca do globo .|0|t_expressivo_animado
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/neutro/wav16/neutro0109.wav|um pacote da onu , pedindo calma nessa hora .|0|t_neutro
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/neutro/wav16/neutro0016.wav|essa biblioteca nã£o chega nem aos pã©s da que eu visitei .|0|t_neutro
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/neutro/wav16/neutro0142.wav|grife de florianã³polis para a classe mã©dia .|0|t_neutro
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/expressivo_animado/wav16/expressivo_animado0026.wav|os programas audiovisuais melhoraram significativamente a partir de 1991 .|0|t_expressivo_animado
/l/disk1/awstebas/data/TTS/vozes_sync/Alfredo/1.0/neutro/wav16/neutro0001.wav|nã£o pode haver trã©guas na guerra contra a malã¡ria .|0|t_neutro
