wav_path|text|emb_id
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/riqueza_fonetica/wav16/riqueza_fonetica0045.wav|nosso desejo „É‚© que envelhe„É‚ßamos felizes e em boa forma .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/riqueza_fonetica/wav16/riqueza_fonetica0824.wav|em minas gerais , a temperatura cair„É‚° e deve chover „É‚† tarde .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/riqueza_fonetica/wav16/riqueza_fonetica0809.wav|as f„É‚£s o chamam carinhosamente de belezura .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/callcenter/wav16/callcenter0597.wav|e a outra veio zerado .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/riqueza_fonetica/wav16/riqueza_fonetica1936.wav|em especial a petrobras .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/nomes/wav16/nomes0193.wav|elaine soares silva da costa .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/riqueza_fonetica/wav16/riqueza_fonetica1458.wav|subiram antes dos 30 dias de espionagem .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/siglas/wav16/siglas0298.wav|f r d „É‚ä ,  v d g d .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/nomes/wav16/nomes0381.wav|in„É‚°cio joaquim padilha .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/atendimento/wav16/atendimento0117.wav|para d„É‚∫vidas ou informa„É‚ß„É‚µes , fale o seu nome completo .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/callcenter/wav16/callcenter0702.wav|caso haja saldo vai diretamente pro cart„É‚£o novo t„É‚° bom ?|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/riqueza_fonetica/wav16/riqueza_fonetica0786.wav|rosa pede s„É‚≥ que a safra d„É‚™ de tudo .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/riqueza_fonetica/wav16/riqueza_fonetica0465.wav|meu lazer „É‚© curtir a compania delas .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/callcenter/wav16/callcenter0302.wav|d„É‚° pra minha casa .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/siglas/wav16/siglas0210.wav|z w „É‚î ,  d n k .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/ibm/wav16/ibm0020.wav|o plano conectado; com 50 minutos para liga„É‚ß„É‚µes e 5 gigas de internet , por 89 reais por m„É‚™s ,|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/atendimento/wav16/atendimento0302.wav|deixa eu te explicar melhor: ginecologia ou ortopedia .|3
/l/disk1/awstebas/data/TTS/vozes_sync/Adriana/3.1/riqueza_fonetica/wav16/riqueza_fonetica1399.wav|em estado grave , foram afastados .|3
