wav_path|text|emb_id
./data/VCTK/VCTK-Corpus/wav48/p225/p225_001.wav|Please call Stella|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_002.wav|Ask her to bring these things with her from the store|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_003.wav|Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_004.wav|We also need a small plastic snake and a big toy frog for the kids|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_005.wav|She can scoop these things into three red bags, and we will go meet her Wednesday at the train station|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_006.wav|When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_007.wav|The rainbow is a division of white light into many beautiful colors|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_008.wav|These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_009.wav|There is , according to legend, a boiling pot of gold at one end|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_010.wav|People look, but no one ever finds it|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_011.wav|When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_012.wav|Throughout the centuries people have explained the rainbow in various ways|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_013.wav|Some have accepted it as a miracle without physical explanation|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_014.wav|To the Hebrews it was a token that there would be no more universal floods|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_016.wav|The Norsemen considered the rainbow as a bridge over which the gods passed from earth to their home in the sky|225
./data/VCTK/VCTK-Corpus/wav48/p225/p225_017.wav|Others have tried to explain the phenomenon physically|225
